track_name,acousticness,danceability,energy,instrumentalness,loudness,tempo,valence
3 Nights,0.22408044235455402,0.8632010943912446,0.5154464025413932,0.0,0.8235767991407089,0.6041811846689895,0.9014778325123153
Everybody Dies In Their Nightmares,0.8512485822130492,0.7523939808481531,0.5677218943834005,2.3060344827586203e-05,0.8109022556390978,0.4757122361139578,0.7001499250374812
golden hour,0.6562636156544785,0.4528043775649795,0.5908437465442884,0.17456896551724135,0.8717239527389904,0.26790618686498985,0.1261512101092311
ALWAYS DO,0.04437264843356214,0.7906976744186046,0.4229589938978416,0.0,0.8162996777658432,0.6975024156003866,0.5855643606768044
Out Of Reach,0.0027926068535205593,0.6607387140902873,0.6984106239884189,4.0086206896551726e-05,0.8024973147153599,0.582086493133839,0.5545084600556865
Good News,0.8572790450963039,0.8344733242134063,0.31639741437374963,0.14439655172413793,0.6537056928034373,0.7341668374666941,0.22038980509745126
comethru,0.6100300668828588,0.8358413132694938,0.17364510972826797,0.0,0.6786519871106338,0.26506602641056426,0.6134075819233241
Love Is a Drug,0.7889337990860834,0.8878248974008206,0.2892543705327073,0.0,0.5377013963480131,0.35921880947500956,0.41207967444849003
"fuck, i'm lonely",0.4542431090654441,0.8549931600547195,0.5446000422225127,0.0,0.804484425349087,0.27098058735689406,0.7312058256585993
i walk this earth all by myself,0.5095223521619461,0.5622435020519835,0.5858172569440954,0.8415948275862069,0.6968582169709989,0.6871607179457149,0.5170272006853717
Nothing's the Same,0.49444619495380915,0.7551299589603283,0.3043338393332864,0.002672413793103448,0.6906820622986037,0.49219102275056364,0.4324266438209467
Will It Ever Feel The Same?,0.588923446791467,0.6224350205198358,0.5415841484623969,0.0,0.8354457572502686,0.47544871607179456,0.4795459413150568
Revenge,0.785918567644456,0.7688098495212038,0.24703185789108603,0.0021874999999999998,0.5664607948442535,0.5345416215266594,0.15506532448061683
I Can't Go Back To The Way It Was (Intro),0.8723552023044409,0.34883720930232553,0.426980185577996,0.0015624999999999997,0.7580827067669174,0.5739583638333381,0.12293853073463268
ceilings,0.4753497291568357,0.45417236662106697,0.31840801021382686,0.0020905172413793103,0.6848012889366273,0.5814247650279625,0.24180766759477407
Pluto Projector,0.7105377816037713,0.2667578659370725,0.2148623244498507,0.0007446120689655172,0.7000000000000001,0.18193423710947793,0.16363246947954596
"always, i'll care",0.9015024395735055,0.7496580027359779,0.2168729202899279,2.823275862068965e-05,0.6616809881847476,0.33055368488858966,0.6872992075390877
Closer 2,0.2200601337657175,0.11080711354309164,0.568727192303439,0.00039978448275862066,0.7978786251342642,0.7378736860597899,0.11972585136003427
Changes,0.8874313595125778,0.6634746922024624,0.3043338393332864,0.0,0.7302900107411386,0.09496091119374578,0.5191689869351039
love sux,0.16980627640526116,0.1874145006839945,0.7034371135886119,0.0,0.8553705692803437,0.07786138845782214,0.2857142857142857
In My Room,0.59696406396914,0.9261285909712721,0.645129834226373,0.7122844827586207,0.8012620837808808,0.6401721664275466,0.6798029556650247
I Fall Apart,0.06919805396962758,0.5088919288645691,0.5355523609421653,0.0,0.8554242749731472,0.557678681228589,0.27393446134075816
Dead Inside (Interlude),0.9778883027613992,0.3789329685362517,0.022749891930473595,0.0024353448275862065,0.4100966702470462,0.2323075571692092,0.3414007282073249
HAPPY,0.30750184557291155,0.7496580027359779,0.8542318015944025,0.0,0.8915145005370569,0.33546686967469924,0.19897194260012852
Talk It Out,0.46730911197916275,0.6320109439124486,0.4883033587003508,0.19396551724137928,0.6487110633727176,0.5640207302433169,0.6905118869136861
DANCING ALL ALONE,0.06960008482851122,0.3009575923392612,0.5737536819036321,4.094827586206896e-06,0.8448174006444684,0.569296987087518,0.4859713000642536
The Bottom,0.33664908284197625,0.7660738714090286,0.6722728780674153,2.478448275862069e-06,0.8581632653061225,0.5229057476649197,0.7419147569072607
OK,0.09623462922955309,0.49247606019151846,0.5707377881435163,0.0,0.8477443609022557,0.43486077357772385,0.2118226600985222
Love Hurts,0.3215729256338393,0.722298221614227,0.40084243965699234,0.0,0.7967239527389904,0.5344947735191639,0.5491539944313558
erase me,0.06326809880109373,0.6880984952120383,0.6290450675057554,0.0,0.8499462943071966,0.8043392966942875,0.8757763975155279
My Mind & Me,0.5688219038472845,0.5690834473324212,0.38576297085641326,0.0,0.846858216970999,0.555494392879103,0.22360248447204967
Say Less,0.5849031382026305,0.600547195622435,0.38576297085641326,2.025862068965517e-06,0.7504564983888293,0.46497818639650984,0.15720711073034913
Silver Soul,0.469319266273581,0.23529411764705876,0.668251686387261,0.00011422413793103447,0.8442266380236305,0.5054548648727784,0.08759905761405012
Save Me,0.6562636156544785,0.6744186046511628,0.40084243965699234,0.0,0.7441460794844255,0.20126489620238341,0.34247162133219106
ghost town,0.09734021409148313,0.5321477428180573,0.5425894463824354,0.0,0.8866004296455425,0.2029689924750388,0.280359820089955
snowfall,0.9336649082841977,0.38577291381668943,0.08698842902094037,0.8653017241379309,0.280639097744361,0.27110941937750704,0.05236667380595417
In My Head,0.2703139911261739,0.6142270861833105,0.5456053401425514,0.0,0.8493555316863588,0.6517319122771059,0.3371171557078603
Hate Me!,0.08789248890771734,0.6238030095759234,0.7878821388718548,0.0,0.8693071965628357,0.15401282464205196,0.7783251231527094
wallflower (feat. Ouse & Snøw),0.13060826766410522,0.6388508891928865,0.830104651513476,0.0,0.8592105263157895,0.5339443094310894,0.2964232169629471
Goodbye,0.4482126461821893,0.5129958960328317,0.4702079961396559,0.0015193965517241378,0.7935553168635876,0.42461277193804353,0.3874491325765689
hate to be lame,0.8753704337460683,0.4623803009575923,0.24703185789108603,0.0002780172413793103,0.6616004296455424,0.5191227710596436,0.28678517883915183
idtwcbf (friends),0.4401720290045163,0.6593707250341997,0.571743086063555,0.0,0.7933673469387755,0.2475097356015577,0.6755193831655601
Can You Afford To Lose Me?,0.8361724250049123,0.28727770177838574,0.3334874790144059,1.0560344827586206e-05,0.7150375939849625,0.47236260357801657,0.2568001713429
I’m Tired (with Zendaya) - Bonus Track,0.6542534613600604,0.26128590971272225,0.1284067033265308,0.0,0.715359828141783,0.4860656457705033,0.1679160419790105
Orlando,0.8633095079795587,0.5280437756497947,0.022749891930473595,0.0961206896551724,0.4023093447905478,0.21189353790296606,0.26215463696723074
i think you loved me,0.1376438076945691,0.24350205198358404,0.2450212620510088,1.8749999999999998e-06,0.5939312567132116,0.2613006178080988,0.14863996573142
hypochondriac,0.9427106026090797,0.39534883720930225,0.036824062811014045,0.0,0.5308539205155747,0.4932333909173425,0.6144784750481902
Face 2 Face,0.09522955208234396,0.7209302325581394,0.718516582389191,0.0,0.8789473684210527,0.6282259245161481,0.43028485757121443
she's all i wanna be,0.012913733725916468,0.5718194254445963,0.6240185779055624,9.719827586206895e-06,0.8577067669172933,0.6523585043773608,0.6251874062968515
Comfort Chain,0.9849238427918631,0.883720930232558,0.24703185789108603,0.9622844827586206,0.46965628356605804,0.3588615934178549,0.13793103448275865
Riptide,0.4331364889740524,0.41039671682626533,0.7295748595096156,0.0,0.8208915145005371,0.30999326559892243,0.5084600556864425
Stolen Dance,0.414040023177079,0.9507523939808481,0.5626954047832075,0.0002575431034482758,0.7640977443609023,0.38234415717506515,0.6958663525380168
"Hey, Soul Sister",0.1858875107606072,0.6689466484268125,0.8853960371155992,0.0,0.8814178302900108,0.28280970924955345,0.813664596273292
Flowers,0.06346911423053556,0.7154582763337892,0.6793099635076856,5.549568965517241e-06,0.8845059076262084,0.4057096009135361,0.6541015206682373
I Ain't Worried,0.08296761088639262,0.7113543091655266,0.7959245222321636,0.000802801724137931,0.8414876476906552,0.5345123415219746,0.8457913900192761
Breakeven,0.144679347725033,0.6101231190150478,0.6943894323082646,0.0,0.879779806659506,0.2653705384592862,0.48811308631398587
Creepin' (with The Weeknd & 21 Savage),0.4190654089131246,0.7264021887824896,0.6179867903853307,0.0,0.8393931256713212,0.2883026381284221,0.14649817948168772
Heat Waves,0.44218218329893455,0.789329685362517,0.5224834879816634,7.219827586206896e-06,0.8153598281417831,0.18828214212514277,0.5309488113086315
Shape of You,0.5838980610554214,0.8768809849521203,0.6501563238265661,0.0,0.915171858216971,0.27674874827979973,0.9593060612550869
Fireflies,0.02758786007516972,0.4487004103967168,0.6602093030269521,0.0,0.8181256713211601,0.769455099112816,0.46776611694152925
Kill Bill,0.05231275789651424,0.6292749658002735,0.7335960511897701,0.15517241379310343,0.8463211600429645,0.23577430972388963,0.40993788819875776
Bad Habit,0.6291265326798322,0.6867305061559508,0.5043881254209686,8.092672413793102e-05,0.8100698174006445,0.7041079846572778,0.7012208181623474
Chemical,0.0013151434471231425,0.4295485636114911,0.8964543142360238,0.0,0.8688775510204082,0.7096536175445787,0.36174769757978154
Wish You The Best,0.5577660552279842,0.6730506155950752,0.45814442109919273,0.0,0.9042427497314716,0.3468626474980236,0.46134075819233245
Cupid - Twin Ver.,0.4371567975628889,0.8194254445964432,0.5898384486242498,4.471982758620689e-06,0.7769065520945221,0.41753286680525875,0.7397729706575283
Circles,0.19292305079107108,0.6990424076607386,0.7607390950308124,0.002629310344827586,0.9067400644468314,0.41767341082774573,0.5545084600556865
Anti-Hero,0.13060826766410522,0.6196990424076607,0.6411086425462186,1.939655172413793e-06,0.8241944146079485,0.28278628524580557,0.5330905975583637
SNAP,0.10749149327829531,0.5212038303693569,0.6340715571059483,1.066810344827586e-05,0.7805048335123523,0.7102860656457706,0.5245234525594347
Ho Hey,0.7979794934109655,0.6853625170998632,0.46317091069938576,2.2198275862068965e-06,0.7569817400644469,0.182812637250022,0.3403298350824588
Sweater Weather,0.04969955731377051,0.5854993160054719,0.8059775014325496,0.019073275862068965,0.9251879699248121,0.4411618305858929,0.388520025701435
Cold Heart - PNAU Remix,0.03412086153202904,0.8372093023255814,0.7969298201522022,4.5150862068965515e-05,0.8311493018259936,0.3941908470705355,0.9710858856286142
Careless Whisper,0.13060826766410522,0.5335157318741449,0.6260291737456395,0.0,0.763936627282492,0.6113723538195766,0.8222317412722211
Sunflower - Spider-Man: Into the Spider-Verse,0.5587711323751933,0.7879616963064294,0.47623978365988756,0.0,0.8509667024704619,0.24122624659619946,0.9400299850074963
Forget Me,0.0003673556973049359,0.642954856361149,0.8743377599951746,0.009267241379310344,0.8705424274973148,0.30016104002576643,0.5213107731848362
Eyes Closed,0.30348153698407504,0.8112175102599178,0.523488785901702,0.0,0.83359291084855,0.3417152226744356,0.3788819875776398
Lavender Haze,0.25925814250687346,0.7510259917920655,0.43301197309822764,0.0006174568965517241,0.7189849624060151,0.28265159722425554,0.06682373099164704
Living In A Haze,0.2743342997150104,0.6894664842681257,0.7165059865491138,3.6206896551724133e-06,0.839795918367347,0.4751793400286944,0.41957592632255303
Boy's a Liar Pt. 2,0.2532276796236187,0.7004103967168261,0.8079880972726268,0.0001379310344827586,0.7790010741138561,0.49333294293327085,0.8800599700149925
Wait a Minute!,0.037236600688377336,0.7934336525307796,0.7034371135886119,2.0905172413793102e-05,0.8588882921589689,0.30618100898896145,0.681944741914757
Kiss Me More (feat. SZA),0.2602632196540826,0.7934336525307796,0.7034371135886119,9.61206896551724e-05,0.9076530612244899,0.36454777032764324,0.798672092525166
ily (i love you baby) (feat. Emilee),0.06889653082546483,0.6703146374829001,0.7728026700712757,0.002025862068965517,0.7974489795918368,0.3708722513395602,0.31569929321053763
Fly Me to the Moon,0.4552481862126532,0.6621067031463748,0.25607953917143345,0.0,0.6178302900107412,0.41400755424120866,0.35639323195545086
Calm Down (with Selena Gomez),0.3838877087608052,0.8440492476060192,0.804972203512511,0.000720905172413793,0.8608485499462943,0.34129359060697445,0.821160848147355
Until I Found You (with Em Beihold) - Em Beihold Version,0.7808931819084103,0.5020519835841313,0.5476159359826285,0.0,0.8572771213748658,0.307276081164173,0.3285500107089313
Here With Me,0.5467102066086837,0.5294117647058822,0.45512852733907694,9.989224137931034e-05,0.7513694951664878,0.48784587005533925,0.2825016063396873
Another Love,0.6984768558372618,0.35704514363885087,0.5345470630221266,1.7780172413793104e-05,0.7715359828141783,0.43364272538283616,0.10259156136217606
Glimpse of Us,0.8954719766902508,0.35020519835841313,0.31338152061363383,5.150862068965517e-06,0.7520408163265306,0.7097238895558222,0.24930391946883707
How to Save a Life,0.2703139911261739,0.6238030095759234,0.7416384345500789,0.0,0.8910848549946295,0.4293444206951073,0.34889698008138786
Daylight,0.834162270710494,0.44322845417236656,0.426980185577996,0.00047521551724137925,0.7462137486573577,0.4765145082423214,0.30927393446134077
Until I Found You,0.7808931819084103,0.5020519835841313,0.5476159359826285,0.0,0.8572771213748658,0.307276081164173,0.3285500107089313
The Scientist,0.7346596331367905,0.5102599179206566,0.43904376061845923,1.5732758620689655e-05,0.8066595059076263,0.5713055954088953,0.1904047976011994
Romantic Homicide,0.4552481862126532,0.5294117647058822,0.5415841484623969,0.00867456896551724,0.715655209452202,0.48800398208063706,0.19361747697579781
Toxic,0.02497465949242599,0.8071135430916553,0.8371417369537462,0.02693965517241379,0.8955424274973147,0.5523497203759553,0.9518098093810239
Drops of Jupiter (Tell Me),0.15372504204991513,0.40629274965800266,0.6360821529460255,0.0,0.843233082706767,0.17770620443299268,0.4945384450631827
Pumped Up Kicks,0.14568442487224212,0.7510259917920655,0.708463603188805,0.12392241379310344,0.8435821697099893,0.4641290662606506,0.9957164275005355
Nevermind,0.1597555049331699,0.5690834473324212,0.6863470489479557,1.3900862068965516e-05,0.77671858216971,0.3001727520276403,0.0472263868065967
Die For You - Remix,0.23312613667943616,0.4746922024623803,0.5224834879816634,0.0,0.8261009667024706,0.1064738090358095,0.4998929106875134
See You Again (feat. Kali Uchis),0.37283186014150477,0.5116279069767442,0.556663617262976,8.071120689655172e-06,0.7530075187969926,0.17474306795889094,0.6262582994217177
I Won't Give Up,0.6974717786900527,0.40902872777017774,0.29930734973309336,0.0,0.7305585392051558,0.4959330073492812,0.11115870636110517
You And Me,0.1145270333087592,0.3761969904240766,0.4239642918178802,0.0,0.7929645542427498,0.5339735894357742,0.3414007282073249
Let It Go,0.8221013449439845,0.49521203830369354,0.3073497330934022,1.7780172413793104e-05,0.7214822771213749,0.578256668521067,0.225744270721782
Wake Me up When September Ends,0.02306501291272865,0.49521203830369354,0.8130145868728197,0.0,0.8624597207303974,0.329470324715252,0.11865495823516814
Sunday Morning,0.09171178206711203,0.5800273597811216,0.766770882551044,0.0,0.8602846401718582,0.23038093286094924,0.828657100021418
Haven't Met You Yet,0.152719964902706,0.5896032831737346,0.7315854553496929,0.0,0.8715359828141783,0.4325359412057506,0.8147354893981581
This Love,0.05271478875539789,0.722298221614227,0.8612688870346727,0.0,0.8767991407089152,0.2713260914121746,0.828657100021418
Dreams - 2004 Remaster,0.06467520680718651,0.8809849521203829,0.4893086566203894,0.004612068965517241,0.7389903329752954,0.41831171492987435,0.8072392375240952
Iris,0.0012045849609301385,0.17920656634746918,0.713490092788998,8.588362068965516e-06,0.7838882921589689,0.6278042924486869,0.4945384450631827
Say You Won't Let Go,0.6984768558372618,0.23803009575923384,0.5546530214228987,0.0,0.8019871106337273,0.21271923403507748,0.4913257656885843
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",0.7748627190251556,0.17920656634746918,0.29227026429282316,0.0,0.6445220193340495,0.7307762129241941,0.42814307132148216
Better Together,0.8311470392688666,0.5034199726402189,0.22089411197008232,0.0,0.6918098818474758,0.52284718765555,0.6798029556650247
Take Me Home,0.761796716111437,0.3803009575923393,0.3917947583766449,0.0,0.7488721804511278,0.19641612742658038,0.6316127650460485
Fast Car,0.18689258790781632,0.722298221614227,0.6008967257446745,0.0,0.8524167561761548,0.2885603021696484,0.6798029556650247
Photograph,0.6100300668828588,0.588235294117647,0.37570999165602725,0.0004999999999999999,0.7192266380236305,0.34709103153456505,0.17755408010280577
Perfect,0.1637758135220064,0.5677154582763336,0.4450755481386909,0.0,0.8311493018259936,0.2713202354112377,0.14221460698222319
Thinking out Loud,0.47635480630404486,0.816689466484268,0.4420596543785751,0.0,0.837889366272825,0.17731970837115335,0.5952023988005997
I'm Yours,0.5617863638168207,0.709986320109439,0.44105435645853647,0.0,0.7500805585392052,0.5987292477966797,0.7247804669094025
Summertime,0.04789041844879408,0.5225718194254445,0.645129834226373,0.0,0.8176423200859291,0.37034521125523373,0.19790104947526238
Just the Way You Are,0.013416272299521031,0.6169630642954855,0.8401576307138621,0.0,0.8562030075187971,0.35313442450150795,0.4163632469479546
Marry You,0.33363385140034885,0.5978112175102598,0.8190463743930514,0.0,0.8700053705692804,0.5632711621233859,0.4463482544442065
Rude,0.042362494139143884,0.8057455540355677,0.756717903350658,0.0,0.8665682062298604,0.5581647293063567,0.95288070250589
Unwritten,0.00581788906662003,0.7140902872777016,0.7989404159922794,0.0,0.8305853920515576,0.30037185605949696,0.635896337545513
STAY (with Justin Bieber),0.03844269326502829,0.5567715458276332,0.7627496908708896,0.0,0.8533834586466166,0.7098058735689399,0.47419147569072606
Welcome To The Real World,0.22508551950176314,0.709986320109439,0.7838609471917003,0.0,0.8688506981740065,0.5924281907885105,0.8222317412722211
Get Lucky (feat. Pharrell Williams and Nile Rodgers),0.03794015469142372,0.8563611491108071,0.7919033305520091,1.9073275862068963e-06,0.7481203007518797,0.3942962550874008,0.8864853287641894
Hear Me Now,0.5487203609031021,0.8125854993160054,0.4601550169392699,0.0031142241379310343,0.7964822771213749,0.4291336046613768,0.4934675519383166
Following The Sun,0.3999689431161512,0.7523939808481531,0.8270887577533602,0.02424568965517241,0.8816058002148228,0.4585541533686645,0.7301349325337332
Love Don't Cost A Thing,0.0030137238259065674,0.8235294117647057,0.8411629286339006,3.8146551724137926e-06,0.8632921589688507,0.28611834977893597,0.6958663525380168
Catch & Release - Deepend Remix,0.5577660552279842,0.8946648426812583,0.5335417651020881,0.0004051724137931034,0.7685016111707842,0.32951717272274766,0.07689012636538874
As Long as You Love Me,0.16478089066921553,0.8084815321477427,0.8150251827128969,0.0,0.8520408163265307,0.28987790238046435,0.7686870850289141
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),0.675360081451452,0.8125854993160054,0.563700702703246,0.00021228448275862065,0.8137755102040817,0.40554563288730133,0.47526236881559225
Riptide,0.4331364889740524,0.41039671682626533,0.7295748595096156,0.0,0.8208915145005371,0.30999326559892243,0.5084600556864425
Peaches (feat. Daniel Caesar & Giveon),0.3225780027810485,0.6744186046511628,0.6943894323082646,0.0,0.8346670247046187,0.24192311070769773,0.4591989719426002
Runaway,0.2200601337657175,0.25991792065663466,0.5657112985433232,0.0023599137931034483,0.8979323308270677,0.21090387374461983,0.08117369886485329
I Feel It Coming,0.430121257532425,0.8057455540355677,0.8180410764730127,0.0,0.8409774436090226,0.25923930547828883,0.5887770400514029
Know Ya,0.1818672021717707,0.5417236662106701,0.6149708966252149,0.0,0.8078410311493018,0.18256668521066965,0.5245234525594347
Where Are You Now,0.5175629693396191,0.6662106703146374,0.6340715571059483,0.00044288793103448274,0.7826799140708915,0.42308435569349684,0.2428785607196402
The One,0.000764361170452541,0.6935704514363884,0.7939139263920864,1.0991379310344825e-06,0.8926691729323308,0.4992416478786637,0.9004069393874492
Are You With Me,0.27634445400942864,0.7920656634746922,0.6079338111849446,2.920258620689655e-05,0.7832975295381311,0.4234649957543994,0.3820946669522382
Cool Kids,0.03733710840309824,0.7318741450068398,0.6692569843072995,8.846982758620688e-06,0.8320354457572503,0.4761455801832927,0.8040265581494968
Budapest,0.08497776518081086,0.7291381668946647,0.4521126335789611,0.0,0.7776852846401718,0.46317453810792614,0.3788819875776398
Sleep On It,0.5447000523142655,0.2954856361149111,0.5194675942215475,0.0,0.8028464017185822,0.4175562908090065,0.8714928250160634
Bubbly,0.6060097582940223,0.7017783857729136,0.47121329405969453,0.0,0.8217239527389903,0.4637132901941264,0.2289569500963804
A Sky Full of Stars,0.006149564525199043,0.49384404924760605,0.673278175987454,0.0021228448275862066,0.8267991407089152,0.4465317834450853,0.13578924823302635
Yellow,0.0023503729087485437,0.33515731874145005,0.6592040051069135,0.00013038793103448276,0.8065789473684211,0.7299739407958308,0.26750910259156135
I Should've Known,0.3698166286998774,0.40629274965800266,0.5325364671820495,0.0,0.8993555316863588,0.7079202412672385,0.17112872135360893
Cruel Summer,0.11754226475038658,0.5034199726402189,0.7004212198284961,2.2198275862068963e-05,0.8473952738990334,0.7101923696307793,0.566288284429214
Beautiful People,0.12457780478085047,0.6238030095759234,0.645129834226373,0.0,0.7827604726100967,0.25919245747079317,0.5470122081816235
Fendi Gucci Vuitton,0.004792710376466721,0.8454172366621068,0.9356609331175294,0.016379310344827584,0.8685821697099894,0.4526922964307675,0.7494110087813236
Be The One,0.11754226475038658,0.652530779753762,0.6491510259065274,1.400862068965517e-05,0.8993823845327605,0.2268731882997101,0.35639323195545086
